Date,Time,Booking ID,Booking Status,Customer ID,Vehicle Type,Pickup Location,Drop Location,Avg VTAT,Avg CTAT,Cancelled Rides by Customer,Reason for cancelling by Customer,Cancelled Rides by Driver,Driver Cancellation Reason,Incomplete Rides,Incomplete Rides Reason,Booking Value,Ride Distance,Driver Ratings,Customer Rating,Payment Method
05/10/24,12:10:16,"""CNR8869382""",Completed,"""CID6542744""",Go Mini,Tilak Nagar,Gurgaon Railway Station,14.6,29.9,,,,,,,586,3.08,3.9,4.2,Debit Card
18/09/24,11:12:07,"""CNR5952831""",Completed,"""CID7907219""",eBike,Patel Chowk,Maidan Garhi,3.6,27,,,,,,,195,9.88,3.4,4.3,UPI
09/09/24,17:26:51,"""CNR9675760""",Completed,"""CID5750799""",Premier Sedan,Seelampur,Laxmi Nagar,14,17.8,,,,,,,74,3.8,4.6,4.5,UPI
28/06/24,11:26:33,"""CNR5688269""",Completed,"""CID1296331""",Bike,Raj Nagar Extension,Shahdara,3.3,34.4,,,,,,,152,18.85,3.8,4.4,Credit Card
20/07/24,11:17:56,"""CNR7945946""",Completed,"""CID8087762""",Go Sedan,Vaishali,Indirapuram,3.3,18.4,,,,,,,279,44.94,4.7,4.6,UPI
02/06/24,9:24:20,"""CNR1135457""",Cancelled by Driver,"""CID8540892""",Go Sedan,Kirti Nagar,South Extension,8,,,,1,Personal & Car related issues,,,,,,,
02/07/24,6:46:29,"""CNR2820385""",Completed,"""CID9203466""",Bike,Mayur Vihar,MG Road,4.9,27.2,,,,,,,185,12.45,4.7,4.5,Credit Card
27/09/24,21:45:21,"""CNR8480991""",Cancelled by Driver,"""CID9494778""",Premier Sedan,Samaypur Badli,Noida Sector 18,9.5,,,,1,Personal & Car related issues,,,,,,,
11/06/24,21:04:47,"""CNR5990230""",Completed,"""CID1225591""",Go Sedan,Rohini,DLF City Court,7.5,19.4,,,,,,,240,39.17,4.7,4.6,Cash
04/07/24,22:30:40,"""CNR7742352""",Cancelled by Driver,"""CID2650862""",Premier Sedan,Maidan Garhi,Sultanpur,9.3,,,,1,Customer related issue,,,,,,,
02/02/24,3:51:49,"""CNR6995767""",Completed,"""CID1615558""",Premier Sedan,Old Gurgaon,Jasola,8,42.1,,,,,,,481,12.67,4.5,5,Uber Wallet
10/09/24,19:51:53,"""CNR7360039""",Cancelled by Driver,"""CID3540117""",Go Sedan,Madipur,Malviya Nagar,3.3,,,,1,More than permitted people in there,,,,,,,
19/11/24,18:57:33,"""CNR9996510""",Completed,"""CID9960976""",Uber XL,New Colony,Malviya Nagar,11.1,30.6,,,,,,,203,48.73,4.3,4.6,UPI
16/02/24,17:39:48,"""CNR9285539""",Completed,"""CID6013385""",Go Mini,Welcome,Qutub Minar,14.7,26.3,,,,,,,191,10,3.9,4.3,Cash
07/07/24,17:52:23,"""CNR5826836""",Completed,"""CID8252730""",Auto,DLF Phase 3,Subhash Chowk,8.4,44.3,,,,,,,541,48.11,4.6,4.2,UPI
01/03/24,17:00:02,"""CNR1864440""",Completed,"""CID7730632""",Auto,Janakpuri,Manesar,9.8,33.1,,,,,,,485,39.18,4.2,4.1,UPI
25/01/24,20:54:12,"""CNR2013747""",Completed,"""CID5082702""",Go Mini,Jhilmil,Gwal Pahari,13.9,15.5,,,,,,,607,8.08,4.6,4.4,Cash
07/04/24,21:36:10,"""CNR7348951""",Completed,"""CID7253230""",Auto,Badarpur,Greater Kailash,5,36.4,,,,,,,2305,18.03,4.4,4.5,UPI
14/09/24,17:05:24,"""CNR6729750""",Completed,"""CID1042613""",Bike,Vinobapuri,Madipur,12.1,17.9,,,,,,,504,36.16,3.7,4.8,Uber Wallet
08/12/24,21:54:47,"""CNR2672978""",Cancelled by Customer,"""CID9982501""",Bike,Mansarovar Park,Rohini East,14.5,,1,Wrong Address,,,,,,,,,
30/10/24,9:59:12,"""CNR3648267""",Completed,"""CID2936917""",Auto,Madipur,Vinobapuri,3.2,24.3,,,,,,,268,32.42,4.2,4.9,UPI
23/09/24,8:38:52,"""CNR9244713""",Completed,"""CID3302842""",Premier Sedan,Gurgaon Railway Station,Punjabi Bagh,2.7,37.8,,,,,,,170,39.2,4.4,4,Cash
28/12/24,4:38:57,"""CNR8035328""",No Driver Found,"""CID7295283""",Bike,Hauz Rani,Ghaziabad,,,,,,,,,,,,,
10/07/24,10:26:57,"""CNR7582331""",Cancelled by Driver,"""CID9788857""",Go Mini,Khan Market,Tis Hazari,3.1,,,,1,The customer was coughing/sick,,,,,,,
20/06/24,17:13:05,"""CNR5660982""",Completed,"""CID2322343""",Go Mini,Ashok Park Main,Mehrauli,5.4,34.6,,,,,,,359,22.07,4.7,4.3,UPI
04/09/24,6:09:25,"""CNR7109015""",Completed,"""CID2495182""",Go Mini,Chandni Chowk,Maidan Garhi,8.1,44.9,,,,,,,322,27.13,4.5,4.7,Credit Card
10/07/24,21:01:55,"""CNR2083291""",Completed,"""CID4224436""",Go Mini,IMT Manesar,Chanakyapuri,12.9,35,,,,,,,335,38.77,4.6,4.4,UPI
07/04/24,18:13:15,"""CNR5425489""",Completed,"""CID2510446""",eBike,Rajouri Garden,Hauz Khas,4.1,40.5,,,,,,,1736,48.39,5,4.4,UPI
30/06/24,14:37:10,"""CNR9072863""",Completed,"""CID2539432""",Bike,Preet Vihar,Shahdara,7.5,40.1,,,,,,,780,22.07,4.4,4.7,Cash
19/04/24,7:34:36,"""CNR3980672""",Cancelled by Driver,"""CID9676242""",Go Sedan,Jasola,Indraprastha,11.9,,,,1,More than permitted people in there,,,,,,,
22/03/24,9:23:23,"""CNR2788875""",Completed,"""CID7227328""",Go Sedan,Netaji Subhash Place,Shastri Nagar,7.4,41.5,,,,,,,174,31.29,4.6,4.6,Cash
18/08/24,20:29:08,"""CNR8139444""",Completed,"""CID1059861""",Go Sedan,Vishwavidyalaya,Yamuna Bank,13,39.2,,,,,,,312,37.51,4.4,3.3,UPI
26/03/24,10:56:13,"""CNR2176336""",Cancelled by Driver,"""CID5353798""",Bike,Paharganj,Patel Chowk,3.2,,,,1,Customer related issue,,,,,,,
28/04/24,8:18:17,"""CNR2163061""",Completed,"""CID4976043""",Go Mini,Panipat,Jor Bagh,7.6,42.3,,,,,,,638,33.9,4.1,4.3,UPI
01/05/24,19:44:52,"""CNR4705328""",Completed,"""CID3182257""",Go Sedan,Model Town,DLF City Court,4.5,38.3,,,,,,,254,33.36,4.3,4.2,UPI
07/08/24,12:14:10,"""CNR1763130""",No Driver Found,"""CID2661088""",Bike,Vidhan Sabha,Civil Lines Gurgaon,,,,,,,,,,,,,
10/06/24,16:50:39,"""CNR8876559""",Completed,"""CID7883347""",Premier Sedan,Chandni Chowk,Jama Masjid,13.2,34.1,,,,,,,153,10.8,4.2,4.2,Uber Wallet
22/05/24,21:49:22,"""CNR7852578""",Cancelled by Driver,"""CID8881006""",Go Mini,Greater Kailash,Connaught Place,8,,,,1,More than permitted people in there,,,,,,,
27/03/24,22:07:05,"""CNR7761712""",Completed,"""CID3208586""",Auto,Shahdara,Vatika Chowk,3.3,18.6,,,,,,,440,5.67,4.6,4.1,UPI
05/06/24,21:14:33,"""CNR3761867""",Cancelled by Customer,"""CID2456872""",Go Mini,Kherki Daula Toll,Pitampura,5.6,,1,AC is not working,,,,,,,,,
06/02/24,10:33:37,"""CNR4812829""",Completed,"""CID2707965""",Go Mini,Mansarovar Park,Akshardham,7.7,18.1,,,,,,,335,36.52,4.6,5,Cash
10/07/24,14:58:55,"""CNR7778818""",Completed,"""CID4987690""",Premier Sedan,Karkarduma,Palam Vihar,15,26.2,,,,,,,124,11.96,3.6,4.1,Uber Wallet
15/05/24,18:14:14,"""CNR2849523""",Cancelled by Driver,"""CID8845055""",Auto,Udyog Bhawan,Raj Nagar Extension,4.8,,,,1,The customer was coughing/sick,,,,,,,
13/03/24,21:55:32,"""CNR8920465""",Completed,"""CID1064715""",Go Mini,Noida Film City,Chanakyapuri,4.6,36.7,,,,,,,334,30.81,3.9,4.8,UPI
07/08/24,6:10:06,"""CNR5184955""",Cancelled by Driver,"""CID3580142""",Go Sedan,Basai Dhankot,Peeragarhi,3.1,,,,1,More than permitted people in there,,,,,,,
31/07/24,7:30:12,"""CNR7414359""",Completed,"""CID2544662""",Auto,New Colony,Saket A Block,2.3,15.4,,,,,,,464,15.63,4.4,4.6,UPI
10/05/24,10:05:49,"""CNR6819506""",Completed,"""CID4353140""",Go Sedan,Satguru Ram Singh Marg,Green Park,6,27,,,,,,,149,18.6,4.2,4.2,Debit Card
10/09/24,19:49:55,"""CNR3447713""",Completed,"""CID5955912""",Go Mini,Badarpur,Sonipat,8,21.1,,,,,,,485,4.87,3.9,4.4,UPI
01/10/24,22:22:14,"""CNR3008507""",Completed,"""CID7698279""",Auto,Tughlakabad,Noida Extension,5.3,36.5,,,,,,,240,23.52,4.8,4.6,Debit Card
13/07/24,9:05:41,"""CNR6200088""",Cancelled by Customer,"""CID3823910""",eBike,Botanical Garden,Munirka,12.8,,1,Wrong Address,,,,,,,,,
18/10/24,11:54:18,"""CNR5899971""",Completed,"""CID7299758""",Go Mini,DLF City Court,Subhash Nagar,9.3,42.1,,,,,,,683,23.95,4.8,4.9,Credit Card
14/04/24,16:25:34,"""CNR8147108""",Completed,"""CID7158877""",Go Mini,Bhiwadi,Old Gurgaon,10.2,23,,,,,,,3175,32.63,4.3,4.3,Cash
04/03/24,18:23:46,"""CNR3377313""",Cancelled by Driver,"""CID2718430""",Auto,Mandi House,Yamuna Bank,6.4,,,,1,Personal & Car related issues,,,,,,,
26/10/24,1:59:52,"""CNR1757070""",Completed,"""CID5620313""",Go Sedan,Ashok Park Main,Aya Nagar,11.9,16.3,,,,,,,721,10.8,4.6,4.3,UPI
13/09/24,17:25:29,"""CNR8240722""",Completed,"""CID9149636""",Auto,Chandni Chowk,Aya Nagar,11.6,44.9,,,,,,,129,35.57,4.3,4.6,UPI
05/09/24,9:27:11,"""CNR6773070""",No Driver Found,"""CID1450732""",Go Sedan,IMT Manesar,Vishwavidyalaya,,,,,,,,,,,,,
11/10/24,7:59:22,"""CNR2011015""",Cancelled by Driver,"""CID3202775""",Auto,Hauz Rani,Tilak Nagar,8.4,,,,1,Customer related issue,,,,,,,
16/10/24,5:38:30,"""CNR4963633""",Completed,"""CID3922782""",eBike,Tughlakabad,Ardee City,6.1,19.1,,,,,,,371,22.97,4.3,4,UPI
18/10/24,18:17:42,"""CNR9508081""",Cancelled by Driver,"""CID7341313""",Auto,Vishwavidyalaya,Lal Quila,11.3,,,,1,Personal & Car related issues,,,,,,,
20/06/24,7:51:44,"""CNR3208556""",Cancelled by Customer,"""CID1120629""",Go Sedan,Chanakyapuri,Karkarduma,19.2,,1,AC is not working,,,,,,,,,
18/01/24,14:25:25,"""CNR9359104""",Completed,"""CID9511075""",eBike,Ashok Park Main,Lal Quila,3.7,40.4,,,,,,,283,12.94,4.4,4.6,Uber Wallet
30/06/24,19:59:03,"""CNR5676055""",Incomplete,"""CID1434622""",Go Sedan,Nehru Place,Vaishali,6.7,26.6,,,,,1,Other Issue,278,3.88,,,Cash
20/05/24,12:42:53,"""CNR3648998""",Cancelled by Customer,"""CID1767982""",eBike,Ghitorni Village,Khandsa,7.4,,1,Driver asked to cancel,,,,,,,,,
13/03/24,17:46:06,"""CNR9045978""",Completed,"""CID4346853""",Go Sedan,Pulbangash,Sarojini Nagar,10.2,39,,,,,,,138,39.88,4.1,4.6,UPI
12/02/24,5:16:25,"""CNR9190722""",Completed,"""CID8131226""",eBike,Shivaji Park,Udyog Vihar Phase 4,11.9,33.9,,,,,,,713,47.11,4,4.1,UPI
29/11/24,14:45:40,"""CNR2507981""",Cancelled by Customer,"""CID3730992""",Auto,South Extension,Yamuna Bank,10.3,,1,Driver is not moving towards pickup location,,,,,,,,,
03/03/24,20:54:29,"""CNR5929222""",Completed,"""CID6933109""",Auto,Maidan Garhi,IGNOU Road,3.1,29.3,,,,,,,479,25.17,3.8,5,Debit Card
24/11/24,8:06:21,"""CNR9123846""",Cancelled by Customer,"""CID8856744""",Bike,Chanakyapuri,IGNOU Road,8.1,,1,Driver is not moving towards pickup location,,,,,,,,,
11/12/24,18:37:46,"""CNR5016479""",Completed,"""CID7189028""",Auto,INA Market,Qutub Minar,8.5,40,,,,,,,486,44.66,3.8,4.2,Cash
20/12/24,11:41:11,"""CNR4286417""",Completed,"""CID6121487""",Auto,Ambience Mall,Janakpuri,14,29.6,,,,,,,433,43.51,3.8,4.9,Debit Card
09/12/24,13:08:29,"""CNR3118133""",Completed,"""CID4419672""",Go Mini,Moolchand,Govindpuri,14.8,38.5,,,,,,,408,7.31,3.8,4.1,UPI
10/03/24,12:45:07,"""CNR4803339""",Incomplete,"""CID7033330""",Bike,Model Town,Nirman Vihar,8.9,17.2,,,,,1,Customer Demand,90,10.07,,,UPI
22/11/24,22:35:06,"""CNR8345831""",Completed,"""CID4251407""",eBike,Barakhamba Road,Cyber Hub,12.5,41.5,,,,,,,393,6.99,4.9,4.6,UPI
17/03/24,9:19:58,"""CNR8385683""",Cancelled by Driver,"""CID5230413""",Bike,Pitampura,Ashok Vihar,9.5,,,,1,Personal & Car related issues,,,,,,,
14/12/24,12:08:50,"""CNR5380810""",Incomplete,"""CID1445928""",Auto,Jor Bagh,Ashok Park Main,8.6,12.8,,,,,1,Customer Demand,624,2.32,,,UPI
28/12/24,17:59:05,"""CNR7770894""",Completed,"""CID4441556""",Bike,Basai Dhankot,Vishwavidyalaya,7.2,33.7,,,,,,,196,3.85,3.8,4.9,UPI
03/12/24,7:53:56,"""CNR6467113""",Completed,"""CID8829551""",eBike,Moti Nagar,India Gate,14,28.3,,,,,,,369,45.14,4.3,4.2,Credit Card
28/12/24,16:40:47,"""CNR2811565""",Completed,"""CID1093018""",Bike,Rajiv Chowk,Meerut,7.7,17.2,,,,,,,1491,8.02,4.3,4.8,UPI
04/12/24,19:57:34,"""CNR9650420""",Cancelled by Driver,"""CID2274930""",Go Mini,Anand Vihar,Qutub Minar,10.9,,,,1,Personal & Car related issues,,,,,,,
31/10/24,10:51:59,"""CNR8365384""",Completed,"""CID2420772""",Premier Sedan,Moolchand,IGI Airport,5.3,38,,,,,,,823,3.55,5,4.9,UPI
21/01/24,22:06:39,"""CNR2589145""",Completed,"""CID8314483""",Go Mini,Cyber Hub,Laxmi Nagar,3,41.6,,,,,,,741,32.09,4.2,4.2,Uber Wallet
29/05/24,21:31:40,"""CNR9081029""",Cancelled by Driver,"""CID4300763""",Auto,Bahadurgarh,Noida Extension,9.7,,,,1,Personal & Car related issues,,,,,,,
30/05/24,19:45:39,"""CNR8391980""",Completed,"""CID9423582""",Go Mini,Palam Vihar,Shahdara,3.4,21.3,,,,,,,928,2.88,4.1,4.3,Uber Wallet
07/09/24,14:00:18,"""CNR1653962""",Cancelled by Customer,"""CID9105745""",Premier Sedan,Arjangarh,Greater Kailash,19.1,,1,Wrong Address,,,,,,,,,
29/08/24,14:07:29,"""CNR5060453""",Completed,"""CID3552491""",Auto,Rajiv Nagar,Noida Film City,2.8,25.5,,,,,,,128,18.18,4.2,4.2,UPI
02/05/24,13:36:38,"""CNR4755369""",Completed,"""CID9381632""",Bike,Mandi House,Kirti Nagar,2,33.9,,,,,,,155,10.83,4.1,4.9,Cash
25/02/24,18:25:49,"""CNR7253987""",Cancelled by Customer,"""CID4591157""",Go Mini,Jor Bagh,Badshahpur,15.2,,1,Driver asked to cancel,,,,,,,,,
09/08/24,15:22:11,"""CNR3495889""",Cancelled by Customer,"""CID7046625""",Auto,Kadarpur,Vishwavidyalaya,11.5,,1,Driver asked to cancel,,,,,,,,,
23/03/24,19:12:18,"""CNR6289334""",Completed,"""CID8010418""",Uber XL,India Gate,Moolchand,8.7,15.5,,,,,,,1112,36.91,4.1,3.3,UPI
14/02/24,1:26:05,"""CNR9278069""",Completed,"""CID3223825""",Auto,Khan Market,Panchsheel Park,11.3,21,,,,,,,353,43.56,4.3,4.9,Cash
16/10/24,17:55:44,"""CNR9951367""",Completed,"""CID8728802""",Bike,Noida Sector 62,Gwal Pahari,3.2,28.8,,,,,,,507,4.68,4.6,4.4,UPI
16/03/24,19:16:07,"""CNR6682989""",Completed,"""CID3663434""",Premier Sedan,Mayur Vihar,Chandni Chowk,11.4,28.5,,,,,,,712,29.63,4.5,4.6,UPI
22/02/24,16:45:01,"""CNR9596706""",No Driver Found,"""CID4807343""",Auto,Central Secretariat,Karol Bagh,,,,,,,,,,,,,
23/02/24,14:58:44,"""CNR5171229""",Completed,"""CID9841746""",Bike,Noida Extension,Narsinghpur,6,27.3,,,,,,,997,2.44,3.1,4.8,UPI
26/05/24,20:51:29,"""CNR6947146""",Completed,"""CID7074306""",Go Sedan,RK Puram,Saket A Block,6.5,16.8,,,,,,,1063,29.66,3.1,4.9,UPI
30/03/24,16:54:57,"""CNR2519603""",Completed,"""CID3192891""",Go Sedan,Vinobapuri,South Extension,5.2,38.6,,,,,,,651,4.19,4.6,3,UPI
04/04/24,7:06:47,"""CNR9651591""",Completed,"""CID8706259""",Go Mini,Saket A Block,Dilshad Garden,11.3,22.2,,,,,,,138,38.06,4.2,5,UPI
15/12/24,7:51:50,"""CNR7768562""",Cancelled by Driver,"""CID6715131""",Go Mini,Ghaziabad,Anand Vihar ISBT,11.6,,,,1,Personal & Car related issues,,,,,,,
08/01/24,11:49:57,"""CNR9098110""",Cancelled by Driver,"""CID6021038""",eBike,Jahangirpuri,Anand Vihar ISBT,7.8,,,,1,Customer related issue,,,,,,,
02/11/24,12:06:50,"""CNR4443683""",Completed,"""CID3363309""",Bike,Ashok Park Main,Vasant Kunj,8.7,20.9,,,,,,,707,40.21,3.9,4.7,Cash
18/08/24,18:56:52,"""CNR8076518""",Completed,"""CID9818962""",Go Mini,Vidhan Sabha,Jor Bagh,14.5,17.2,,,,,,,620,32.16,4,4.9,Uber Wallet
13/07/24,15:56:52,"""CNR2751289""",Completed,"""CID3262184""",Bike,Kanhaiya Nagar,Govindpuri,5.4,15.1,,,,,,,995,11.93,5,4.3,UPI
22/11/24,7:59:41,"""CNR2948563""",Completed,"""CID6343965""",Premier Sedan,Ardee City,Dwarka Sector 21,14.1,28.5,,,,,,,927,23.99,3.7,4.3,UPI
21/12/24,14:37:37,"""CNR3411771""",Completed,"""CID8717135""",Auto,Udyog Vihar,Nawada,10.6,31.1,,,,,,,357,26.42,3.2,3.7,Cash
27/04/24,22:51:09,"""CNR5101703""",Completed,"""CID2578233""",Go Sedan,Yamuna Bank,Ashok Park Main,3,35.2,,,,,,,87,24.46,4.2,4.2,Debit Card
09/05/24,15:51:00,"""CNR1742162""",Completed,"""CID4014825""",Go Sedan,Mandi House,Karkarduma,11.4,38,,,,,,,382,23.86,4.6,3.2,Uber Wallet
01/07/24,21:04:40,"""CNR9072404""",Cancelled by Driver,"""CID5770439""",Bike,Ramesh Nagar,Ashok Park Main,4.7,,,,1,Personal & Car related issues,,,,,,,
18/09/24,11:14:21,"""CNR2927330""",Completed,"""CID1265746""",Go Sedan,Indirapuram,Anand Vihar,3.9,35.8,,,,,,,473,13.78,4,4.1,UPI
20/12/24,14:06:09,"""CNR6243350""",Cancelled by Driver,"""CID5064567""",Go Sedan,Govindpuri,Subhash Chowk,9.3,,,,1,The customer was coughing/sick,,,,,,,
29/06/24,20:57:10,"""CNR9954050""",Cancelled by Driver,"""CID3799955""",Bike,IFFCO Chowk,Lajpat Nagar,3.2,,,,1,The customer was coughing/sick,,,,,,,
01/02/24,13:53:42,"""CNR8842759""",Completed,"""CID5045204""",Auto,Rajiv Nagar,Netaji Subhash Place,4.9,28.1,,,,,,,173,18.07,4.2,4.3,Debit Card
04/04/24,8:52:09,"""CNR4406912""",Completed,"""CID2224406""",Go Sedan,Sonipat,Ghitorni Village,6.7,18.7,,,,,,,872,14.68,4.7,4.2,UPI
24/06/24,13:07:48,"""CNR4194713""",Cancelled by Driver,"""CID9309212""",Uber XL,Azadpur,Ashok Vihar,3.8,,,,1,More than permitted people in there,,,,,,,
13/01/24,7:50:52,"""CNR5098682""",Cancelled by Driver,"""CID3301578""",Go Mini,Sonipat,Vidhan Sabha,10,,,,1,Personal & Car related issues,,,,,,,
30/03/24,11:22:50,"""CNR7508794""",Completed,"""CID6881596""",eBike,Pitampura,Jor Bagh,12.9,34.4,,,,,,,839,44.59,3.7,3.7,Debit Card
21/08/24,10:25:55,"""CNR7677975""",No Driver Found,"""CID4501096""",Auto,Ashram,Sohna Road,,,,,,,,,,,,,
05/04/24,17:37:43,"""CNR6049185""",Completed,"""CID4870011""",Go Mini,Chandni Chowk,Jahangirpuri,6.5,42.2,,,,,,,929,30.91,3.7,4.9,Cash
15/06/24,3:18:08,"""CNR8522210""",Cancelled by Customer,"""CID7354940""",Auto,Peeragarhi,New Colony,11,,1,Wrong Address,,,,,,,,,
30/10/24,18:27:44,"""CNR7371569""",Completed,"""CID2185681""",Auto,Nawada,DLF City Court,14.9,30.2,,,,,,,205,40.15,4.3,4.8,Debit Card
08/08/24,5:10:13,"""CNR9525373""",Completed,"""CID3452296""",Auto,Nirman Vihar,Uttam Nagar,12.6,36.5,,,,,,,170,5.1,4.2,4.9,Uber Wallet
03/06/24,14:54:43,"""CNR9567991""",Completed,"""CID7835129""",Premier Sedan,Sadar Bazar Gurgaon,IFFCO Chowk,4.8,42,,,,,,,410,2.59,4.4,4.2,UPI
13/10/24,17:59:23,"""CNR6868753""",Completed,"""CID7399241""",Premier Sedan,Jama Masjid,Jasola,2.5,35.7,,,,,,,175,22.16,4.3,3.4,UPI
16/10/24,20:36:15,"""CNR4987684""",Completed,"""CID6523901""",Go Sedan,Khan Market,Vatika Chowk,13.5,25.6,,,,,,,145,4.45,4.8,3.7,UPI
24/08/24,16:19:21,"""CNR3423880""",Completed,"""CID8521921""",Go Sedan,Golf Course Road,Karkarduma,10.9,36.3,,,,,,,2877,2.89,4.1,4.6,UPI
04/05/24,13:52:18,"""CNR1790252""",Incomplete,"""CID5731796""",Go Mini,Karol Bagh,IFFCO Chowk,6.1,12.2,,,,,1,Customer Demand,318,8.41,,,UPI
05/05/24,19:27:50,"""CNR7271223""",Cancelled by Driver,"""CID5482448""",Go Sedan,Shivaji Park,Jhilmil,11.3,,,,1,Personal & Car related issues,,,,,,,
07/02/24,21:14:50,"""CNR9459389""",Cancelled by Driver,"""CID4333551""",Go Mini,Noida Film City,Gurgaon Sector 56,4.9,,,,1,The customer was coughing/sick,,,,,,,
27/10/24,13:53:12,"""CNR4331759""",Completed,"""CID6312962""",Bike,Civil Lines Gurgaon,Arjangarh,10,38.9,,,,,,,481,41.21,4.3,4.2,Cash
01/11/24,16:34:53,"""CNR1918131""",Completed,"""CID9091547""",Auto,Pragati Maidan,Patel Chowk,6.3,25.1,,,,,,,819,22.88,4.6,4.9,UPI
19/06/24,10:45:53,"""CNR1889326""",Cancelled by Customer,"""CID7384510""",Uber XL,Rohini,Adarsh Nagar,6.6,,1,Wrong Address,,,,,,,,,
27/11/24,11:07:41,"""CNR8996404""",Incomplete,"""CID3810562""",Bike,Palam Vihar,Ghaziabad,6.8,25.9,,,,,1,Vehicle Breakdown,196,5.87,,,Cash
02/01/24,11:22:20,"""CNR7744144""",Completed,"""CID1120993""",Go Sedan,Aya Nagar,Anand Vihar,11,36.8,,,,,,,166,12.83,4.1,4.7,Debit Card
27/03/24,20:52:45,"""CNR6549193""",Completed,"""CID2141550""",Auto,Shahdara,Bhiwadi,6.7,39.7,,,,,,,361,25.7,4.6,4.5,UPI
01/05/24,11:08:01,"""CNR6863163""",Completed,"""CID2907420""",Auto,Mansarovar Park,Ghaziabad,14.1,39.5,,,,,,,894,14.82,4.4,4.2,Cash
12/10/24,20:40:26,"""CNR3321876""",Cancelled by Driver,"""CID9590407""",Go Mini,Shastri Nagar,Sikanderpur,9.1,,,,1,More than permitted people in there,,,,,,,
08/11/24,18:40:10,"""CNR9524247""",Completed,"""CID1304375""",Go Sedan,Shastri Nagar,Panipat,14.1,31.4,,,,,,,232,37.99,3.7,5,UPI
23/09/24,8:09:13,"""CNR8879735""",Completed,"""CID8168694""",Premier Sedan,Vatika Chowk,Sonipat,6.6,42.8,,,,,,,461,12.86,4.3,4.9,Debit Card
03/08/24,18:20:36,"""CNR5607252""",Cancelled by Driver,"""CID9072545""",Auto,Janakpuri,Faridabad Sector 15,11.1,,,,1,Personal & Car related issues,,,,,,,
20/12/24,9:40:52,"""CNR1490064""",Completed,"""CID9028984""",Auto,Gurgaon Sector 56,New Colony,10.8,27.9,,,,,,,388,37.85,4.9,4.6,Cash
27/01/24,19:41:26,"""CNR5696954""",Completed,"""CID5942385""",Auto,Paschim Vihar,Rajiv Chowk,2.3,33.3,,,,,,,979,8.95,3.2,4.2,Debit Card
30/06/24,16:10:24,"""CNR8843491""",Cancelled by Driver,"""CID3262029""",Premier Sedan,Shastri Park,Chirag Delhi,5.5,,,,1,Personal & Car related issues,,,,,,,
09/11/24,22:00:25,"""CNR4168600""",Completed,"""CID3464064""",Auto,Ghitorni,Dilshad Garden,6.2,21,,,,,,,1171,43,4.5,4.8,Uber Wallet
24/11/24,7:43:28,"""CNR6954161""",Incomplete,"""CID4809369""",Go Mini,RK Puram,Rohini West,3.3,14.7,,,,,1,Other Issue,170,1.5,,,Debit Card
14/08/24,21:11:20,"""CNR8502923""",Completed,"""CID6106018""",Go Sedan,Mansarovar Park,Lajpat Nagar,12.8,39.4,,,,,,,337,26.94,4.2,3.9,Cash
10/04/24,18:19:47,"""CNR8491944""",Incomplete,"""CID1710519""",Bike,Sonipat,Tilak Nagar,4.4,20,,,,,1,Vehicle Breakdown,604,17.95,,,UPI
25/03/24,19:13:34,"""CNR3974729""",Cancelled by Driver,"""CID9907634""",Go Sedan,Vishwavidyalaya,Dwarka Sector 21,4.6,,,,1,Personal & Car related issues,,,,,,,
18/06/24,14:13:59,"""CNR5105634""",Completed,"""CID2163818""",Go Mini,Meerut,Gwal Pahari,4.5,28.1,,,,,,,848,31.95,4.4,4.1,Cash
25/07/24,22:40:03,"""CNR6682933""",Cancelled by Driver,"""CID1388357""",Go Sedan,Chirag Delhi,Jor Bagh,7.1,,,,1,Customer related issue,,,,,,,
22/10/24,22:20:25,"""CNR9445853""",Cancelled by Customer,"""CID9927858""",Auto,Pitampura,Delhi Gate,17.4,,1,Wrong Address,,,,,,,,,
27/11/24,18:10:08,"""CNR4265394""",Completed,"""CID9472693""",Bike,Shivaji Park,Delhi Gate,9.9,26.5,,,,,,,175,22.4,4.7,4.8,Cash
11/12/24,17:28:11,"""CNR8000119""",Cancelled by Driver,"""CID3935507""",Go Sedan,Chirag Delhi,Khan Market,7.5,,,,1,Customer related issue,,,,,,,
09/06/24,20:50:31,"""CNR3076999""",Cancelled by Driver,"""CID7277666""",Bike,Ghitorni Village,Nehru Place,3.1,,,,1,Personal & Car related issues,,,,,,,
24/08/24,7:49:05,"""CNR8786970""",Cancelled by Driver,"""CID8357491""",Bike,Meerut,Bhiwadi,3,,,,1,Customer related issue,,,,,,,
16/01/24,13:14:35,"""CNR9974227""",No Driver Found,"""CID7457140""",Go Mini,Satguru Ram Singh Marg,GTB Nagar,,,,,,,,,,,,,
23/10/24,20:16:07,"""CNR4747572""",Completed,"""CID4903269""",Go Mini,Rohini,Huda City Centre,4.5,16.8,,,,,,,940,10.65,4.7,4.9,Debit Card
23/05/24,10:22:38,"""CNR5645771""",Incomplete,"""CID9796512""",Auto,Chanakyapuri,Ashok Vihar,9.8,21.2,,,,,1,Vehicle Breakdown,184,6.22,,,Cash
29/01/24,7:30:57,"""CNR7519096""",No Driver Found,"""CID3559169""",Bike,Paschim Vihar,Kadarpur,,,,,,,,,,,,,
